"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000232849",0.0131448805783119,0.310957914930379,2.98838654887138,0.104055452614662,0.917125342543069,NA
"ENSG00000229558",5.12470897978914,-0.0862001917579689,0.291232631931598,-0.295983974001289,0.767242320246487,0.841868232396509
"ENSG00000232977",26.0172460507071,-0.229062470243826,0.154179321566851,-1.48568866379728,0.137361490507232,0.239233981181
"ENSG00000227893",0,NA,NA,NA,NA,NA
"ENSG00000238230",19.5692655209029,-0.12107539369306,0.307600010685314,-0.393613099763267,0.693866708211633,0.786280874453274
"ENSG00000227640",255.73968833845,0.318787342244534,0.133445209191237,2.38890061454126,0.0168988730911673,0.0462530229961573
"ENSG00000260962",0.559798086370605,-0.917857214106224,0.673873265740539,-1.36206206829939,0.173178297848803,NA
"ENSG00000228741",2.3777211945884,0.145003241202038,0.524978037570432,0.276208204581481,0.782388155927358,0.852712969305683
"ENSG00000247400",179.980860735247,-0.176638185789931,0.0871814647296988,-2.02609793650047,0.0427547495257822,0.0956355080306284
"ENSG00000261498",0.33857343021127,-0.437424195417961,1.06242154160014,-0.411723763393525,0.680541905293607,NA
"ENSG00000243300",0.446541425327211,-1.01894313698271,0.681841906590346,-1.49439793467387,0.135071641079485,NA
"ENSG00000243008",6.0282602282811,-1.08559789921704,0.327361981496208,-3.31620029380112,0.000912504038372611,0.00470064061332965
"ENSG00000272329",1.13496191477945,-0.393711434612673,0.529454402092953,-0.743617265351496,0.457108054999083,0.588473093691159
"ENSG00000233124",0.378777331913522,-1.33764238874842,0.904285512501562,-1.47922572047853,0.139079997531358,NA
"ENSG00000226134",1.62021047359355,-0.46987942770043,0.43233092663295,-1.08685129551086,0.277102533815858,0.407830767758674
"ENSG00000270725",0.470791389280152,-0.742292144487297,0.685464296848386,-1.08290416860542,0.278850961405841,NA
"ENSG00000269189",0.240770833672558,0.237672570494722,1.20330060157704,0.197517204082862,0.84342281971298,NA
"ENSG00000234056",65.6121500532465,1.02732867894269,0.274220507026432,3.74635978207009,0.000179419216089579,0.00136884379443185
"ENSG00000225105",1.43785963716586,0.185581764619238,0.562158292447845,0.330123680665008,0.741306510748208,0.822482720258566
"ENSG00000260509",12.4743486994038,-0.56476071538903,0.221943641818697,-2.54461317639537,0.0109398853460526,0.0328226793586901
"ENSG00000231983",0.20890686576145,-0.12489604892748,1.26396681510533,-0.0988127595083035,0.921286937454051,NA
"ENSG00000228889",21.6371272168444,-0.412404071182562,0.162359635121164,-2.54006527468971,0.0110831781660588,0.0331571856020947
"ENSG00000234168",0.0525718690606897,0.44437232822858,2.98838654887138,0.148699748496862,0.881790559702065,NA
"ENSG00000229609",0.213512863691048,-0.770630962838838,1.38994981418108,-0.554430782303367,0.5792840643071,NA
"ENSG00000260704",0.0929701871127656,0.34714625729364,1.76051299676282,0.197184717143221,0.843682989780272,NA
"ENSG00000224356",4.79270865232455,0.141380470550466,0.330578845267408,0.427675492774204,0.668887394797405,0.768360596933449
"ENSG00000229599",0,NA,NA,NA,NA,NA
"ENSG00000224329",0.0816729857525402,-0.0852085326269824,1.99655432571843,-0.0426777932007042,0.96595838189625,NA
"ENSG00000243319",4.88410198916237,-0.365484938682563,0.323207401851422,-1.1308062147988,0.258136663594748,0.386333152511219
"ENSG00000122043",0.115290671305758,-0.152051976225415,1.54312823089854,-0.0985348937183774,0.921507565582871,NA
"ENSG00000272143",87.9346203992009,0.198837907561442,0.196496649507677,1.01191500241674,0.311578695443429,0.44482268486838
"ENSG00000266505",0.0401467750270675,0.0147339066983175,2.98838654887138,0.00493038850810048,0.99606613506851,NA
"ENSG00000224511",1.73850292167816,-0.169387305831765,0.402254908798897,-0.421094440680769,0.673686120926681,0.77199423388648
"ENSG00000232117",3.37338444167133,-0.590495224894291,0.358057790659496,-1.64916178420996,0.0991144948066161,0.185539531488581
"ENSG00000272542",11.7974897698735,-0.164127946270709,0.211730699695396,-0.775173116165154,0.438237371633745,0.571223919455127
"ENSG00000236463",2.313479346511,0.825001141441055,0.418184918601401,1.97281418995269,0.0485167358792879,0.105629588503658
"ENSG00000234551",0.0230486589475961,0.0803101357220204,2.98838654887138,0.0268740788410894,0.978560168136628,NA
"ENSG00000238121",28.3891697412227,-0.16988534360452,0.182146675732661,-0.932684293694508,0.350982996647435,0.485747581503331
"ENSG00000226620",6.46626810162232,-0.788708107009485,0.36476923851118,-2.16221112895547,0.0306019061173688,0.0736324454262443
"ENSG00000225039",0.931913960615441,0.190489686328576,0.538662353652577,0.353634674925578,0.723612684590439,0.808927674433002
"ENSG00000233532",42.575478558357,-0.805999684786963,0.223943536415118,-3.59912010719034,0.000319295703664145,0.00209670914437063
"ENSG00000272274",4.88498158313744,-0.289844068278414,0.326841963991261,-0.886801880453034,0.375185575035181,0.510650309705942
"ENSG00000230156",10.6756592349593,-0.218954984462245,0.289380120538335,-0.756634505697635,0.449268862770048,0.581137544222927
"ENSG00000237879",14.3276960718564,-0.850836051895755,0.28970609232856,-2.9368938880678,0.00331517517750405,0.0129209116189455
"ENSG00000227248",1.40269227999642,0.00478141183979913,0.46275924932504,0.0103323960499398,0.991756087400411,0.995179197869539
"ENSG00000236094",1.98683565374433,-0.571931378026228,0.433536142109036,-1.31922421794856,0.187094164146738,0.30289111140159
"ENSG00000223617",0.0862537694809398,-0.388159542008885,2.26095286476904,-0.171679625903452,0.863689404153134,NA
"ENSG00000230233",0.248564308476415,-0.529906643375913,1.51653021709379,-0.349420431853578,0.726773696447073,NA
"ENSG00000230403",0.939215385747962,0.106477059497894,0.493731092579807,0.21565799905681,0.829254342673188,0.886149388015253
"ENSG00000236053",0.094093431046894,0.446634998489419,2.8984543283539,0.154094199146161,0.877535462063979,NA
"ENSG00000229792",0.340157422785474,0.172525614861595,0.755050023753851,0.228495608812588,0.819260969500347,NA
"ENSG00000231428",0.416719053104179,0.557830082829815,0.894538591005419,0.623595324381524,0.532893382022189,NA
"ENSG00000232193",0,NA,NA,NA,NA,NA
"ENSG00000226204",0,NA,NA,NA,NA,NA
"ENSG00000235965",0.0342391914233795,-0.0508423223253858,2.98838654887138,-0.0170133018248886,0.98642600398651,NA
"ENSG00000235822",0.0124064774518602,0.145886364745724,2.98838654887138,0.0488177691740785,0.961064521304272,NA
"ENSG00000231620",0,NA,NA,NA,NA,NA
"ENSG00000259831",6.07074970891655,-0.304151052407928,0.284506958795671,-1.06904609186156,0.285048900855684,0.416687458263179
"ENSG00000270008",0.0271994207757388,0.245381685906676,2.98838654887138,0.082111762281673,0.934557839763144,NA
"ENSG00000229152",144.703463611227,-0.374387686817595,0.169313656047805,-2.21120785857869,0.0270214464434929,0.0667709874391216
"ENSG00000233480",0.0111821457349972,0.145886364745723,2.98838654887138,0.0488177691740784,0.961064521304273,NA
"ENSG00000225760",5.34065662928086,-0.942189501646247,0.779866716603089,-1.20814170112323,0.226992761778512,0.350248282866461
"ENSG00000233236",0.214026161970999,0.0771865425442075,1.08831680811148,0.070922861770505,0.943459148127785,NA
"ENSG00000225870",8.29351858370726,-0.357471173719498,0.207196201135502,-1.72527860916581,0.0844772749868253,0.163408024212823
"ENSG00000226968",0.156092709968166,0.0793924340677036,1.66135681353624,0.0477877078667494,0.961885433066008,NA
"ENSG00000233644",0.331617687802348,-0.446381133662638,1.00083580719741,-0.44600835666803,0.655591209521623,NA
"ENSG00000215881",0.0644058868694352,0.213728541219075,2.33234568089198,0.0916367341985673,0.926986664555271,NA
"ENSG00000230300",0.774210493057739,-0.166071991363736,0.629581014889666,-0.263781765072507,0.791948086431391,0.859884070532838
"ENSG00000226903",0.971732997574139,-0.998796823624508,0.554671655349754,-1.80069923168276,0.0717502987828768,0.143586565665678
"ENSG00000224924",979.081416049469,0.644641178767233,0.231921201010382,2.77956985372103,0.00544309453332081,0.0190091939377881
"ENSG00000260385",2.57657905126573,0.314420909618992,0.312317228115925,1.00673572033076,0.314061791717269,0.447220860673994
"ENSG00000229520",53.2125436928636,-0.675713283550902,0.197883033915861,-3.41471054986054,0.000638498238486592,0.00357220104412764
"ENSG00000224243",99.8806009987016,-0.525001697228393,0.179159456061449,-2.93035996407762,0.00338569555184978,0.0131421775908015
"ENSG00000260102",0.116238216788441,-0.052703751935392,1.90208329196866,-0.0277084353550277,0.977894695847509,NA
"ENSG00000260343",0.117541586010679,-0.496219640932008,2.46523421817353,-0.201287016573887,0.840474154077553,NA
"ENSG00000223626",0.0441702076025541,0.279300778043925,2.98838654887138,0.0934620650562787,0.925536485440065,NA
"ENSG00000237527",0,NA,NA,NA,NA,NA
"ENSG00000238265",0.0918620835636025,0.113684336532338,2.9883562262861,0.0380424313314293,0.96965385118727,NA
"ENSG00000236581",3.32672980694661,-0.694258485355982,0.286238244107484,-2.42545676424455,0.0152891367805827,0.0428462863857501
"ENSG00000267868",45.1949514703066,0.00523849573034478,0.162341534850812,0.0322683639473954,0.974258037972971,0.98418464587825
"ENSG00000269356",7.35444810454242,0.52277958338537,0.238971352626246,2.18762448988186,0.0286969664439542,0.0699951957310241
"ENSG00000233997",0.0915866594220659,0.24764427358537,2.89504136663574,0.085540841122126,0.931831427918954,NA
"ENSG00000269376",9.5015304359734,1.12057615296884,0.23973787147877,4.67417244533295,2.95141269356264e-06,6.62709656828601e-05
"ENSG00000259490",0,NA,NA,NA,NA,NA
"ENSG00000233215",0.0531771122450737,-0.117732621185043,2.77168985137415,-0.0424768381378145,0.966118575570476,NA
"ENSG00000271197",0.0259040121741197,0.080310135722021,2.98838654887138,0.0268740788410896,0.978560168136627,NA
"ENSG00000272695",75.8575218218079,-0.185084909999934,0.130268434036777,-1.42079630701388,0.155375984622898,0.262931047273836
"ENSG00000184856",0.0171195957116897,0.0803101357220207,2.98838654887138,0.0268740788410895,0.978560168136627,NA
"ENSG00000227911",0.342183269608575,-0.0942930569236482,0.74471533220285,-0.126616242269018,0.899244140938276,NA
"ENSG00000237699",0.164007282091601,1.0663207470903,2.04535763451317,0.521337065507422,0.602131984627618,NA
"ENSG00000230490",4.05885870123409,0.136507085596461,0.298283575399801,0.457641978488072,0.647209679257897,0.751530229730291
"ENSG00000226921",0.530968316772842,0.765729946437327,0.810006629467381,0.945337875741624,0.344486407512852,NA
"ENSG00000273321",33.4410224891327,0.699774400162858,0.21213190611351,3.29877015194694,0.000971093889372815,0.00494381280655379
"ENSG00000234535",3.2652902151333,-0.567117716087727,0.313261825979542,-1.81036330971513,0.0702394651508598,0.141213843224131
"ENSG00000232986",0.0952287819727979,-0.219310998311716,2.21762415607776,-0.0988945749488965,0.921221976355336,NA
"ENSG00000265094",0.339825754769282,0.0341005414311405,0.854431274827892,0.0399102214955899,0.968164702021933,NA
"ENSG00000229373",9.53784831922285,0.870021231823814,0.267806249384318,3.24869652528265,0.0011593509290047,0.00566066712873378
"ENSG00000271850",0.20074916366197,-0.636835907542119,1.00564886934808,-0.633258711815537,0.526564710858757,NA
"ENSG00000225179",0.273479046919292,-0.247135798485305,0.986290874876045,-0.250570906393476,0.802145877563645,NA
"ENSG00000260910",24.2653552651745,0.486474166994253,0.210826924341316,2.30745749630479,0.0210293291130537,0.0549470304490655
"ENSG00000271901",0.480611710023663,0.18288832744205,0.632196339307861,0.289290392985,0.772359163463411,NA
"ENSG00000232487",6.27673885027384,0.652180504448027,0.305102892312685,2.13757562081594,0.0325512021470235,0.0771935618412321
"ENSG00000226043",0,NA,NA,NA,NA,NA
"ENSG00000261728",50.0867782562641,-0.354937246558359,0.188740599299456,-1.88055589457579,0.0600323562233358,0.124926447256784
"ENSG00000236036",0.0653224124838554,0.114229227859269,2.98838654887138,0.038224381615695,0.96950878138029,NA
"ENSG00000236711",7.47217790340361,-0.182995823107569,0.254917224265742,-0.717863705109239,0.47284132879519,0.603631193099303
"ENSG00000234034",0.0111925790696409,0.145886364745724,2.98838654887138,0.0488177691740785,0.961064521304272,NA
"ENSG00000230972",0.0909597470009451,0.180780363205204,2.21846238210387,0.0814890370301259,0.935053043066142,NA
"ENSG00000223685",2.22394344694151,-0.6778515107028,0.408165934945015,-1.66072533905632,0.0967686219153612,0.182168986270872
"ENSG00000236354",2.55588585034711,0.11777666568091,0.376952191803356,0.312444570536815,0.754702682123549,0.832623308619919
"ENSG00000229437",0.0674123371773325,0.213726759199533,2.64536677017491,0.0807928645695514,0.93560668276836,NA
"ENSG00000228592",6.25844702416565,-0.847253172890483,0.364291139225341,-2.32575838844764,0.0200314436610753,0.0529939330274251
"ENSG00000138593",5141.44214861921,-0.303122530314539,0.125676454226215,-2.41192777263532,0.0158684247317846,0.044054610177885
