"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FGR",288.400542664387,1.0014848362679,0.189018415026851,5.29834532855243,1.16856803966131e-07,6.60688575495391e-06
"GLS2",130.477012028717,-0.81954052119253,0.24315101636648,-3.37050008443028,0.000750318830157178,0.00404429220856358
"HK2",240.657148532513,0.996240004116883,0.245400140455099,4.05965539493717,4.91451924459287e-05,0.000516750393984721
"HK3",62.3848688182155,0.932677077292778,0.194263174348364,4.8011007769298,1.5779582916141e-06,4.30429753590666e-05
"HSPA1A",9815.33819381654,3.09517839443553,0.351066353493863,8.81650538034155,1.18087529157493e-18,1.80837603434402e-14
"HSPA1B",7818.33972504132,2.63670372560136,0.310553647274451,8.49033250371448,2.06046723499049e-17,1.11847312683371e-13
"HSPA1L",212.779935975363,0.854440540710856,0.146052580178142,5.85022558087428,4.90906766762337e-09,7.7239555266019e-07
"MPST",869.871886314256,0.72441838139369,0.172231238789553,4.20608007284234,2.59838203220792e-05,0.000320925307538855
"MTHFD2",238.454106162853,0.823837419083639,0.206283354764596,3.9937173797846,6.50453892962166e-05,0.000638774553500113
"OXCT1",3370.27483279968,-0.672492160171618,0.153793111110325,-4.37270665322063,1.22715565052598e-05,0.000184523757893841
"PDK4",2108.86666734856,0.622187960093044,0.245939931854336,2.52983708420945,0.0114115499708099,0.0339376776491158
"SLC25A40",845.782609684966,-0.628126026456895,0.132385119794967,-4.74468752552941,2.08828443164756e-06,5.17613240460771e-05
"SUCLA2",2341.98840981593,-0.625299578908891,0.13268073410145,-4.71281368122954,2.44319571070659e-06,5.74124550504027e-05
"TIMM23B",164.249895761795,-0.788266802369746,0.144749252982204,-5.44574003754383,5.15904382056211e-08,3.98139368432044e-06
"UCP3",107.032158602829,0.618193108561204,0.150656877036477,4.10331822032609,4.07266465739979e-05,0.00045071237362957
